best_val_acc,epoch,lr,train_acc,train_lambda,train_loss,train_loss_cls,train_loss_dummy,train_loss_mix,train_mix_to_dummy_rate,val_acc,wall_time_s
0.9522,23,0.000562666616782152,0.9991096866096866,0.4810787314957703,0.043110995855914734,0.0178490896839277,0.008614159292644925,0.1664774665380815,0.953926282051282,0.9362,300.5
0.9522,24,0.0005313952597646566,0.999198717948718,0.5117528383325562,0.06686779196796,0.02229301317825786,0.008388195972242246,0.36186581998638956,0.9087873931623932,0.9326,313.4
0.9522,25,0.0004999999999999998,0.999198717948718,0.5086802124520737,0.04024444376131748,0.017553834987544266,0.00797212288377971,0.1471848558326732,0.9569088319088319,0.9274,326.4
0.9522,26,0.00046860474023534314,0.999198717948718,0.4975669314272893,0.04043616301398671,0.015156105999168846,0.007799180792352752,0.17480875621748787,0.9621171652421653,0.9328,339.3
0.9522,27,0.00043733338321784774,0.999198717948718,0.48704685173143347,0.05534803766778477,0.018072039058745076,0.007371867685830831,0.2990413053422912,0.9219640313390314,0.9404,352.2
0.9522,28,0.00040630934270713756,0.9990651709401709,0.4863065944883728,0.024707802120288384,0.014403402449780719,0.007711573702912046,0.025928259490222334,0.9911858974358975,0.9296,365.2
0.9522,29,0.00037565505641757246,0.9993322649572649,0.4875332315656704,0.026789975182771514,0.013008127848689374,0.007372193123370494,0.06409654000036397,0.9799679487179487,0.9342,378.1
0.9522,30,0.00034549150281252633,0.9995548433048433,0.5036897690292776,0.026029601634779888,0.011551647444396277,0.006992863125016547,0.07485090943313392,0.9815259971509972,0.9276,391.1
0.9522,31,0.00031593772365766105,0.9993767806267806,0.49029560433833347,0.02504617138699419,0.012241464936070971,0.007440414481353216,0.05364291875111072,0.9844195156695157,0.9304,404.0
0.9522,32,0.00028711035421746355,0.9997774216524217,0.4993838612361681,0.02240670149869941,0.01100358674753765,0.006812720100509475,0.0459039451347457,0.9864227207977208,0.8946,417.0
0.9522,33,0.0002591231629491422,0.9995103276353277,0.4964094480865786,0.042511391474671686,0.012565011174505593,0.006582599918641936,0.23363779625322065,0.9428418803418803,0.941,430.0
0.9522,34,0.00023208660251050145,0.9993322649572649,0.5113884569477407,0.024361279750630217,0.012205068483693987,0.006637457317733696,0.0551875385633561,0.9856214387464387,0.92,442.9
0.9522,35,0.00020610737385376337,0.9995993589743589,0.5168614665476176,0.020338900060926236,0.010498362787046663,0.006787750180120821,0.03052787121884164,0.9935897435897436,0.9182,455.9
0.9522,36,0.00018128800512565502,0.9996438746438746,0.5079982650288489,0.019543129585927452,0.010119357244496332,0.006425385721600973,0.029983865781727,0.9925213675213675,0.9106,468.9
0.9522,37,0.00015772644703565555,0.999465811965812,0.4948505849877314,0.018907966078962186,0.00988582778520394,0.006799956916319339,0.02222181262283923,0.9959935897435898,0.9294,481.8
0.9522,38,0.00013551568628929425,0.9996438746438746,0.490710861115926,0.021231449619094785,0.009068923691908518,0.006364303245673492,0.057982225554790934,0.9885149572649573,0.9058,494.8
0.9522,39,0.00011474337861210535,0.9998219373219374,0.5101785417593103,0.018146657568012547,0.00903917653247332,0.00597706731631715,0.03130413740448802,0.9910078347578347,0.9366,507.7
0.9522,40,9.549150281252626e-05,0.9998664529914529,0.5074876037099932,0.020174046836400727,0.009056453537355121,0.005785892746727012,0.05331700473514377,0.9857995014245015,0.9026,520.7
0.9522,41,7.783603724899252e-05,0.9997774216524217,0.501682108581236,0.016749793479213772,0.0076949444209408555,0.0057020263581873685,0.03352822635078702,0.9919871794871795,0.9046,533.6
0.9522,42,6.184665997806817e-05,0.9996438746438746,0.5066931478657953,0.01624853248068495,0.008468817070423707,0.0059793963603823955,0.018003190344894712,0.9948361823361823,0.8978,546.6
0.9522,43,4.7586473766990294e-05,0.9998219373219374,0.5116258420453452,0.015637811187102838,0.008058048800652863,0.00569613051847515,0.018836319149389567,0.9963497150997151,0.8926,559.6
0.9522,44,3.5111757055874305e-05,0.9995103276353277,0.4904494408114768,0.020524780315073723,0.008754287753519508,0.006114567765313336,0.0565592467445254,0.98869301994302,0.932,572.5
0.9522,45,2.4471741852423218e-05,0.9998664529914529,0.5219945043824252,0.015670012930763668,0.008076551431349539,0.00591900115806153,0.01674460409543453,0.9959045584045584,0.9146,585.6
0.9522,46,1.5708419435684507e-05,0.9996438746438746,0.5055519641082511,0.017107862098264558,0.00898319848964357,0.006068380172775682,0.02056283268154177,0.9949697293447294,0.9174,598.8
0.9522,47,8.856374635655634e-06,0.999732905982906,0.5022968628664005,0.016835327995171574,0.007685961138106819,0.005640759926151346,0.03508606894827976,0.9931445868945868,0.923,611.7
0.9522,48,3.942649342761115e-06,0.999732905982906,0.5159377815239026,0.02012863602924381,0.00822794265471972,0.005485513186522698,0.06415180186940055,0.9817930911680912,0.9262,624.7
0.9522,49,9.866357858642198e-07,0.9996438746438746,0.5093638918009663,0.017870936357015556,0.008445825104063054,0.0056609672380139005,0.037641438281434215,0.9933226495726496,0.8886,637.7
0.9522,50,0.0,0.999465811965812,0.5100167082606727,0.017980692417299816,0.00878688888332443,0.005835561140140577,0.03358242159810161,0.9941239316239316,0.9194,650.6
