epoch,loss_align,loss_cls,loss_total,mmd2,progress,step,wall_time_s
1,0.05182066142559052,1.4174130395054818,1.469233714044094,0.5182066142559052,0.0031,20,4.3
1,0.029099928140640264,0.7953568950295449,0.8244568258523941,0.2909992814064026,0.0064,40,6.0
1,0.02361547708511353,0.517473091930151,0.5410885706543922,0.23615477085113526,0.0097,60,7.6
1,0.015292831659317016,0.5094847284257412,0.5247775562107563,0.15292831659317016,0.013,80,9.3
1,0.014192790985107426,0.41437021270394325,0.4285630024969578,0.14192790985107423,0.0163,100,10.9
1,0.013667471408843996,0.3811307489871979,0.3947982221841812,0.13667471408843995,0.0195,120,12.6
1,0.014653481245040895,0.3292660892009735,0.34391956925392153,0.14653481245040895,0.0228,140,14.2
1,0.013610235452651978,0.3504260443150997,0.3640362795442343,0.13610235452651978,0.0261,160,15.9
1,0.013247085809707643,0.2889554642140865,0.30220254994928836,0.13247085809707643,0.0294,180,17.6
1,0.011607735157012942,0.3131777159869671,0.32478545419871807,0.1160773515701294,0.0327,200,19.2
2,0.009581334450665642,0.1712884223636459,0.18086975637604208,0.09581334450665642,0.036,220,25.3
2,0.011571873426437378,0.22610514014959335,0.23767701368778943,0.11571873426437378,0.0393,240,26.9
2,0.010632461309432985,0.2057885741814971,0.21642103586345912,0.10632461309432983,0.0425,260,28.6
2,0.009583648443222046,0.23943021427839994,0.24901386350393295,0.09583648443222045,0.0458,280,30.2
2,0.008421823978424071,0.24104398768395185,0.24946580976247787,0.08421823978424073,0.0491,300,31.9
2,0.009303402900695801,0.23084880979731678,0.24015221260488034,0.09303402900695801,0.0524,320,33.5
2,0.010195778608322142,0.2734821263235062,0.2836779046803713,0.10195778608322144,0.0557,340,35.3
2,0.010567078590393067,0.1919105438515544,0.20247762091457844,0.10567078590393067,0.059,360,36.9
2,0.008271483182907106,0.17890845276415349,0.18717993814498185,0.08271483182907105,0.0622,380,38.5
2,0.008392447233200073,0.2145955316722393,0.2229879766702652,0.08392447233200073,0.0655,400,40.2
3,0.007716165270124163,0.14945433727864707,0.15717050340026617,0.07716165270124163,0.0688,420,43.3
3,0.009076606631278992,0.13499677688814699,0.14407338351011276,0.09076606631278991,0.0721,440,45.0
3,0.008042245507240298,0.20349239567294716,0.21153464019298554,0.08042245507240295,0.0754,460,46.6
3,0.008967255353927613,0.14132187771610916,0.15028913309797645,0.08967255353927613,0.0787,480,48.3
3,0.00805082321166992,0.10309221018105745,0.11114303395152092,0.08050823211669922,0.082,500,50.0
3,0.009056162834167481,0.16675815507769584,0.17581431921571494,0.0905616283416748,0.0852,520,51.7
3,0.005956838130950928,0.13706444781273602,0.14302128590643406,0.059568381309509276,0.0885,540,53.3
3,0.008366897106170655,0.11840302550699562,0.1267699230927974,0.08366897106170654,0.0918,560,55.0
3,0.007499916553497315,0.14303085836581886,0.1505307731218636,0.07499916553497314,0.0951,580,56.6
3,0.006978427171707153,0.11681656148284673,0.12379498854279518,0.06978427171707154,0.0984,600,58.3
4,0.004366491057656028,0.11144675060429356,0.11581324057822878,0.04366491057656028,0.1017,620,61.5
4,0.008654122352600099,0.17347088027745486,0.1821250006556511,0.08654122352600098,0.1049,640,63.1
4,0.006359324455261229,0.11834057876840234,0.12469990262761713,0.06359324455261231,0.1082,660,64.8
4,0.005529048442840577,0.17445299184182658,0.17998204049654304,0.05529048442840576,0.1115,680,66.5
4,0.005328083038330078,0.11328969937749207,0.11861778227612377,0.05328083038330078,0.1148,700,68.1
4,0.006887835264205934,0.1285903821932152,0.13547821668908,0.06887835264205933,0.1181,720,69.8
4,0.007699774503707886,0.10441863280721009,0.11211840817704796,0.07699774503707886,0.1214,740,71.5
4,0.00754103183746338,0.1615105883218348,0.16905161794275045,0.07541031837463379,0.1247,760,73.1
4,0.0084348726272583,0.1215843583457172,0.13001923207193614,0.08434872627258301,0.1279,780,74.8
4,0.007424956560134888,0.13569180807098746,0.14311676397919654,0.07424956560134888,0.1312,800,76.4
5,0.009385961294174195,0.13035668490920216,0.1397426468320191,0.09385961294174194,0.1345,820,79.6
5,0.009671703577041627,0.07544973329640925,0.08512143718544393,0.09671703577041627,0.1378,840,81.3
5,0.004574356079101563,0.06817174025345593,0.07274609608575702,0.045743560791015624,0.1411,860,83.0
5,0.0045489358901977545,0.0752275287406519,0.07977646412327885,0.04548935890197754,0.1444,880,84.6
5,0.008343255519866944,0.08747377810068428,0.09581703334115446,0.08343255519866943,0.1476,900,86.3
5,0.008532637357711793,0.11839685393497348,0.12692948933690787,0.08532637357711792,0.1509,920,87.9
5,0.00850077152252197,0.1900123936124146,0.19851316567510366,0.08500771522521973,0.1542,940,89.6
5,0.006312497854232789,0.0643667273572646,0.07067922526039183,0.06312497854232788,0.1575,960,91.2
5,0.0081002938747406,0.06576379674952477,0.07386409142054617,0.08100293874740601,0.1608,980,92.9
5,0.005079213380813599,0.07498219076078386,0.08006140445359052,0.050792133808135985,0.1641,1000,94.6
6,0.00775310516357422,0.045310476701706646,0.053063581511378285,0.07753105163574218,0.1674,1020,97.8
6,0.005538705587387086,0.11066535901045427,0.1162040641065687,0.05538705587387085,0.1706,1040,99.4
6,0.008760161399841308,0.06727998802089133,0.07604014840908349,0.08760161399841308,0.1739,1060,101.1
6,0.006257526874542238,0.06847462056321092,0.07473214855417609,0.06257526874542237,0.1772,1080,102.7
6,0.006371152400970459,0.09758329156320542,0.10395444459281862,0.06371152400970459,0.1805,1100,104.4
6,0.005509965419769288,0.0638959392963443,0.06940590436570346,0.055099654197692874,0.1838,1120,106.1
6,0.005729892253875733,0.08446206029038876,0.09019195311702788,0.057298922538757326,0.1871,1140,107.7
6,0.0050636172294616704,0.08098674677312374,0.08605036549270154,0.0506361722946167,0.1903,1160,109.4
6,0.006580874919891358,0.09559805978788063,0.10217893440276385,0.06580874919891358,0.1936,1180,111.1
6,0.004031442403793335,0.08520748149603605,0.08923892485909164,0.04031442403793335,0.1969,1200,112.8
7,0.0019953608512878417,0.10549481213092804,0.1074901707470417,0.019953608512878418,0.2002,1220,115.9
7,0.004410668611526489,0.12916239743935876,0.13357306472025812,0.044106686115264894,0.2035,1240,117.6
7,0.00503046989440918,0.09913928532041609,0.10416975589469075,0.0503046989440918,0.2068,1260,119.2
7,0.006382905244827271,0.08766895229928195,0.09405185771174729,0.06382905244827271,0.2101,1280,120.9
7,0.006021444797515869,0.05279750673798844,0.058818951901048425,0.060214447975158694,0.2133,1300,122.5
7,0.003293510675430298,0.06131963027291931,0.06461314088664949,0.03293510675430298,0.2166,1320,124.3
7,0.00582333266735077,0.06888808079529554,0.07471141242422163,0.05823332667350769,0.2199,1340,125.9
7,0.0033818387985229494,0.07218149927211925,0.07556333770044148,0.033818387985229494,0.2232,1360,127.6
7,0.005166716575622559,0.0573570704087615,0.062523786816746,0.05166716575622558,0.2265,1380,129.2
7,0.006542992591857912,0.03234425888804253,0.038887251389678565,0.0654299259185791,0.2298,1400,130.9
7,0.003946027755737305,0.03736077693174593,0.04130680437665433,0.039460277557373045,0.233,1420,132.5
8,0.0033240744942112975,0.09221119554958453,0.09553526964430746,0.033240744942112974,0.2363,1440,135.7
8,0.003170582056045532,0.0565957443555817,0.059766327030956745,0.031705820560455324,0.2396,1460,137.4
8,0.0040117323398590095,0.11068101890850812,0.11469275034032762,0.04011732339859009,0.2429,1480,139.1
8,0.004823194742202759,0.09053954714909196,0.09536274168640375,0.04823194742202759,0.2462,1500,140.7
8,0.006186208724975587,0.08375059895915911,0.08993680677376688,0.06186208724975586,0.2495,1520,142.4
8,0.006148548126220703,0.10840334546519444,0.11455189413391054,0.06148548126220703,0.2528,1540,144.0
8,0.005918898582458495,0.055856714001856746,0.061775612412020564,0.05918898582458496,0.256,1560,145.7
8,0.0032334125041961676,0.0743833210261073,0.07761673415079713,0.03233412504196167,0.2593,1580,147.3
8,0.004684543609619141,0.06048663590336219,0.06517117926850916,0.046845436096191406,0.2626,1600,149.0
8,0.0057089126110076915,0.08284243892412632,0.08855135156773031,0.0570891261100769,0.2659,1620,150.6
9,0.006681418418884278,0.1297898927005008,0.13647131284233183,0.06681418418884277,0.2692,1640,154.0
9,0.004736589193344116,0.09825214943848551,0.10298873838037252,0.047365891933441165,0.2725,1660,155.6
9,0.0056352436542510985,0.04278586963191629,0.048421112983487544,0.056352436542510986,0.2757,1680,157.3
9,0.0032654964923858644,0.04233865845017135,0.04560415468877181,0.032654964923858644,0.279,1700,158.9
9,0.004703758955001832,0.04012661038141232,0.044830370135605334,0.04703758955001831,0.2823,1720,160.6
9,0.002802672386169434,0.03178212449420244,0.03458479671971872,0.028026723861694337,0.2856,1740,162.2
9,0.00413820505142212,0.02731071741436608,0.03144892269046977,0.04138205051422119,0.2889,1760,163.9
9,0.004803826808929443,0.08142495770007371,0.08622878429014236,0.048038268089294435,0.2922,1780,165.5
9,0.007983835935592652,0.06130750454030931,0.06929133993107825,0.07983835935592651,0.2955,1800,167.3
9,0.0046659827232360855,0.04853512439876795,0.05320110702887178,0.04665982723236084,0.2987,1820,168.9
10,0.002646818527808556,0.018483446691579256,0.021130265126255557,0.026468185278085563,0.302,1840,172.1
10,0.0030166566371917724,0.026607162320578935,0.029623819200787695,0.030166566371917725,0.3053,1860,173.7
10,0.003848534822463989,0.021845177802606485,0.025693712587235497,0.03848534822463989,0.3086,1880,175.4
10,0.004590557813644409,0.022976896783075063,0.027567454607924445,0.045905578136444095,0.3119,1900,177.1
10,0.003448699712753296,0.06571542913734447,0.06916412816790399,0.03448699712753296,0.3152,1920,178.7
10,0.004365446567535401,0.061881055327830836,0.0662465005647391,0.043654465675354005,0.3184,1940,180.3
10,0.004596031904220581,0.05199908293434419,0.05659511377161834,0.04596031904220581,0.3217,1960,182.0
10,0.004026601314544678,0.061599070689408106,0.06562567286891863,0.040266013145446776,0.325,1980,183.7
10,0.0031516063213348393,0.09143350687809289,0.09458511283155531,0.03151606321334839,0.3283,2000,185.3
10,0.005463994741439819,0.041272837323776915,0.04673683252185583,0.05463994741439819,0.3316,2020,187.0
11,0.006110093593597413,0.09279582055751234,0.09890591278672219,0.06110093593597412,0.3349,2040,190.1
11,0.0027880680561065676,0.07755656872759573,0.08034463687799871,0.027880680561065675,0.3382,2060,191.8
11,0.00604253649711609,0.04740936371963471,0.0534518998931162,0.06042536497116089,0.3414,2080,193.5
11,0.004560350179672241,0.07861192157142796,0.08317227130755782,0.045603501796722415,0.3447,2100,195.1
11,0.005964133739471436,0.0649437114218017,0.07090784551110119,0.059641337394714354,0.348,2120,196.8
11,0.0019819021224975588,0.07147679202025756,0.07345869309501722,0.019819021224975586,0.3513,2140,198.5
11,0.005515413284301758,0.08165145264938474,0.08716686653206125,0.05515413284301758,0.3546,2160,200.1
11,0.0033482706546783445,0.048448420903878284,0.05179669163189828,0.033482706546783446,0.3579,2180,201.8
11,0.004130094051361085,0.05613055932917632,0.06026065371115692,0.04130094051361084,0.3611,2200,203.5
11,0.0046224606037139895,0.01624907910154434,0.0208715396351181,0.04622460603713989,0.3644,2220,205.1
