disc_acc,epoch,grl_alpha,loss_cls,loss_domain,loss_total,progress,step,wall_time_s
0.6104166865348816,6,0.7136730932722697,0.16531533810775728,0.6557667046785355,0.8210820525884628,0.1805,1100,105.8
0.6333333507180214,6,0.7216372587427362,0.12332896590232849,0.6475096613168716,0.7708386242389679,0.1838,1120,107.4
0.5625000208616256,6,0.7294148813403505,0.17751467474736274,0.6886414349079132,0.8661561131477356,0.1871,1140,109.1
0.5072916865348815,6,0.7370083901446571,0.12054126244038343,0.718918040394783,0.8394593000411987,0.1903,1160,110.8
0.49479168057441714,6,0.7444202945024496,0.22414982905611397,0.6994074732065201,0.9235573083162307,0.1936,1180,112.5
0.5145833536982536,6,0.7516531763908469,0.14225180218927563,0.6911352694034576,0.8333870679140091,0.1969,1200,114.1
0.6041666865348816,7,0.7618354006116387,0.0874885804951191,0.6726500391960144,0.760138601064682,0.2002,1220,117.3
0.5260416835546493,7,0.76559251971504,0.1340314664557809,0.6932962298393249,0.8273276895284652,0.2035,1240,119.0
0.5062500178813935,7,0.7723044429915061,0.10632698158733547,0.6954108744859695,0.8017378479242325,0.2068,1260,120.6
0.577083358168602,7,0.7788482539842191,0.08547385224374011,0.6871880263090133,0.7726618826389313,0.2101,1280,122.3
0.6322916835546494,7,0.7852267920788802,0.061892395419999954,0.6907712787389755,0.7526636779308319,0.2133,1300,123.9
0.6437500208616257,7,0.7914429288416148,0.1327597271767445,0.6891280114650726,0.8218877434730529,0.2166,1320,125.6
0.6229166954755783,7,0.7974995622167016,0.06625381101912353,0.6921779185533523,0.7584317296743393,0.2199,1340,127.3
0.6072916865348816,7,0.8033996109968642,0.11866085398942232,0.6890266418457032,0.8076874941587449,0.2232,1360,129.0
0.5739583522081375,7,0.8091460095649798,0.09994480065070092,0.6894446074962616,0.7893894046545029,0.2265,1380,130.6
0.6229166880249977,7,0.8147417029050613,0.05444762220722623,0.6828669905662537,0.7373146146535874,0.2298,1400,132.3
0.6145833477377891,7,0.8201896418794574,0.10954601170960813,0.689802172780037,0.7993481904268265,0.233,1420,134.0
0.597587736029374,8,0.8256241034074953,0.0739297385474569,0.685204101236243,0.7591338408620734,0.2363,1440,137.1
0.5697916895151138,8,0.8306540630673045,0.07717354224587325,0.6832326203584671,0.7604061663150787,0.2396,1460,138.8
0.626041692495346,8,0.8356764375365785,0.07382846408290789,0.6881506443023682,0.7619791179895401,0.2429,1480,140.5
0.6354166865348816,8,0.8405628344981435,0.049074829224264246,0.6869539618492126,0.7360287874937057,0.2462,1500,142.1
0.56354169100523,8,0.8453161723723825,0.07336445901164552,0.6890736848115921,0.7624381452798843,0.2495,1520,143.8
0.5750000178813934,8,0.849939352448809,0.06317969505907968,0.6869577646255494,0.7501374632120132,0.2528,1540,145.5
0.5916666835546494,8,0.854435255883425,0.046206934814108536,0.6875962764024734,0.7338032096624374,0.256,1560,147.1
0.571875023841858,8,0.8588067409154281,0.04518333816668019,0.6832719713449478,0.728455302119255,0.2593,1580,148.8
0.5208333507180214,8,0.8630566402957308,0.06103078464329883,0.6893744617700577,0.7504052519798279,0.2626,1600,150.4
0.5572916850447655,8,0.8671877589195642,0.11742400255752727,0.6838989615440368,0.8013229638338089,0.2659,1620,152.1
