best_val_acc,epoch,lr,train_acc,train_loss,val_acc,wall_time_s
0.889,49,0.05157053795390645,0.8793847934472935,0.3547046496148123,0.889,582.6
0.889,50,0.05000000000000004,0.8831241096866097,0.342553121666623,0.8868,594.4
0.8944,51,0.04842946204609362,0.8848824786324786,0.33441768548427486,0.8944,606.3
0.8944,52,0.04686047402353437,0.8869301994301995,0.3240347475322903,0.8736,618.1
0.902,53,0.045294584334074316,0.888198896011396,0.32792929052627323,0.902,630.0
0.902,54,0.043733338321784825,0.8931178774928775,0.31230913875279603,0.8824,641.8
0.9026,55,0.042178276747988484,0.8916488603988604,0.3117062555588888,0.9026,653.7
0.9046,56,0.0406309342707138,0.8956552706552706,0.302537296657209,0.9046,665.6
0.9046,57,0.039092837930172916,0.8965010683760684,0.29909236173004844,0.9008,677.4
0.9046,58,0.037565505641757285,0.9017094017094017,0.2878953101076292,0.894,689.2
0.9072,59,0.03605044469803857,0.9045806623931624,0.2774486864394272,0.9072,701.1
0.9072,60,0.034549150281252675,0.9050035612535613,0.27568199882480154,0.8956,712.9
0.9086,61,0.03306310398773546,0.9084312678062678,0.27066664775552235,0.9086,724.7
0.9086,62,0.031593772365766146,0.9122150997150997,0.2554651055155996,0.9064,736.5
0.9086,63,0.030142605468260992,0.9153979700854701,0.24805178325570207,0.9044,748.3
0.9086,64,0.028711035421746394,0.9157095797720798,0.2446254850749956,0.8988,760.1
0.9086,65,0.027300475013022688,0.9192263176638177,0.2374202650242042,0.908,771.9
0.9126,66,0.025912316294914254,0.9208066239316239,0.22966216752926508,0.9126,783.8
0.9126,67,0.02454792921248146,0.9261707621082621,0.21535080664942408,0.906,795.6
0.9172,68,0.02320866025105018,0.9278623575498576,0.2129753106127777,0.9172,807.4
0.9174,69,0.021895831107393487,0.9283742877492878,0.2093609547895244,0.9174,819.4
0.929,70,0.02061073738537637,0.9344951923076923,0.19273751054988628,0.929,831.3
0.929,71,0.01935464731735119,0.9372996794871795,0.18437252006894164,0.9202,843.1
0.929,72,0.018128800512565532,0.939391915954416,0.1771306055054026,0.9146,854.9
0.929,73,0.016934406733817433,0.9419293091168092,0.1688550079607556,0.9248,866.7
0.929,74,0.01577264470356558,0.9420405982905983,0.1661734937390371,0.9244,878.5
0.929,75,0.014644660940672643,0.9489182692307693,0.1495738892877034,0.917,890.3
0.9338,76,0.013551568628929448,0.950164707977208,0.1452030597886129,0.9338,902.1
0.9396,77,0.012494446518477033,0.9547275641025641,0.13670849920040862,0.9396,914.0
0.9396,78,0.011474337861210555,0.9557514245014245,0.12683136928879638,0.937,925.8
0.9414,79,0.01049224938121549,0.958511396011396,0.12058568289476922,0.9414,937.6
0.9414,80,0.009549150281252642,0.9637197293447294,0.1076394583064097,0.9362,949.4
0.9426,81,0.008645971286271922,0.9666800213675214,0.10008909394088973,0.9426,961.4
0.9434,82,0.007783603724899264,0.9696403133903134,0.0926166018550722,0.9434,973.3
0.947,83,0.006962898649802819,0.9705751424501424,0.08810872632076173,0.947,985.1
0.9472,84,0.0061846659978068265,0.9752492877492878,0.07518107297052855,0.9472,997.2
0.9472,85,0.005449673790581615,0.9769853988603988,0.07223922746558474,0.947,1009.0
0.9478,86,0.004758647376699036,0.9781650641025641,0.06617614366061073,0.9478,1020.8
0.9478,87,0.004112268715800957,0.9787660256410257,0.06489396782491112,0.9476,1032.6
0.9508,88,0.003511175705587435,0.9816595441595442,0.05770758020179479,0.9508,1044.5
0.9528,89,0.0029559615522887295,0.9838853276353277,0.05226871460421473,0.9528,1056.6
0.9528,90,0.0024471741852423253,0.9844195156695157,0.04753773725270546,0.9498,1068.4
0.9528,91,0.0019853157161528537,0.9863782051282052,0.04356481781245297,0.951,1080.2
0.953,92,0.0015708419435684529,0.9867788461538461,0.04343313650835698,0.953,1092.1
0.9568,93,0.0012041619030626347,0.9874020655270656,0.039638178709607855,0.9568,1104.1
0.9568,94,0.0008856374635655646,0.9882701210826211,0.037381754166571336,0.9568,1115.9
0.9568,95,0.0006155829702431174,0.9887820512820513,0.03589004160639992,0.9566,1127.7
0.9568,96,0.00039426493427611206,0.9894497863247863,0.03546002857981414,0.9558,1139.5
0.9568,97,0.00022190176984600036,0.9899394586894587,0.03260389780970635,0.9556,1151.3
0.9568,98,9.866357858642213e-05,0.9903400997150997,0.03136314556501445,0.9562,1163.1
0.957,99,2.4671981713420017e-05,0.9899172008547008,0.032648093122829736,0.957,1175.1
0.957,100,0.0,0.9899394586894587,0.03176495194849041,0.957,1186.9
