epoch,loss_cls,loss_total,progress,step,wall_time_s
10,0.07241007769916905,0.07241007769916905,0.325,1980,123.5
10,0.044216637313365934,0.044216637313365934,0.3283,2000,124.5
10,0.039128356392029676,0.039128356392029676,0.3316,2020,125.5
11,0.024910135276149957,0.024910135276149957,0.3349,2040,128.1
11,0.04241130194423022,0.04241130194423022,0.3382,2060,129.1
11,0.07366919863707153,0.07366919863707153,0.3414,2080,130.1
11,0.04094145713606849,0.04094145713606849,0.3447,2100,131.1
11,0.02650545176002197,0.02650545176002197,0.348,2120,132.1
11,0.009988791575597133,0.009988791575597133,0.3513,2140,133.1
11,0.03649583906808403,0.03649583906808403,0.3546,2160,134.1
11,0.018299488687080156,0.018299488687080156,0.3579,2180,135.1
11,0.02710499573513516,0.02710499573513516,0.3611,2200,136.1
11,0.03087904346975847,0.03087904346975847,0.3644,2220,137.1
12,0.046733044586809616,0.046733044586809616,0.3677,2240,139.7
12,0.11820739667164162,0.11820739667164162,0.371,2260,140.8
12,0.05663964797277003,0.05663964797277003,0.3743,2280,141.7
12,0.08559126245672814,0.08559126245672814,0.3776,2300,142.7
12,0.11441010111011565,0.11441010111011565,0.3809,2320,143.7
12,0.08201303993701003,0.08201303993701003,0.3841,2340,144.8
12,0.07841097727650777,0.07841097727650777,0.3874,2360,145.8
12,0.059247506101382894,0.059247506101382894,0.3907,2380,146.8
12,0.02286114293965511,0.02286114293965511,0.394,2400,147.9
12,0.041382354058850976,0.041382354058850976,0.3973,2420,148.9
