best_val_acc,epoch,lr,train_acc,train_loss,train_loss_cls,train_loss_open,train_radius,val_acc,wall_time_s
0.8362,26,0.08422735529643446,0.8608662749287749,0.8054338359085583,0.772496167580966,0.32937669766764355,8.823318633598479,0.7596,316.2
0.8362,27,0.08306559326618262,0.8617565883190883,0.7951542767364415,0.7622849413132735,0.3286933444249324,8.870999809004303,0.8206,328.2
0.8362,28,0.08187119948743452,0.8674991096866097,0.7823460108873851,0.748737338771168,0.3360867276150956,8.920898643993585,0.807,340.2
0.8362,29,0.08064535268264886,0.8703703703703703,0.7739539976812836,0.7409338962997806,0.3302010191429375,8.945694496828606,0.7696,352.2
0.8362,30,0.0793892626146237,0.8758680555555556,0.7563451491190157,0.7243025601759255,0.3204258916384814,9.00277347782059,0.8212,364.2
0.8362,31,0.07810416889260657,0.8753116096866097,0.75708121638692,0.7229190628413121,0.3416215422486308,9.018592388881238,0.828,376.3
0.8362,32,0.07679133974894986,0.8777599715099715,0.7444887551826629,0.7122700649109321,0.32218690135879735,9.064629899810182,0.799,388.3
0.8362,33,0.0754520707875186,0.8804754273504274,0.7413501036472809,0.7080874470224408,0.332626565781414,9.079787319541996,0.8118,400.3
0.8422,34,0.0740876837050858,0.8834134615384616,0.7322065271543302,0.6997103602797897,0.32496167583513125,9.10119866917276,0.8422,412.4
0.8422,35,0.07269952498697738,0.8851940883190883,0.720237563817929,0.6880884442234311,0.32149119626337985,9.157287119460582,0.816,424.3
0.8422,36,0.07128896457825366,0.8866631054131054,0.7203423718781213,0.6876764845983935,0.32665887156612855,9.157155626519792,0.8246,436.4
0.8422,37,0.06985739453173906,0.8882211538461539,0.7138460601157273,0.6812937094954683,0.3255235140989309,9.171325251587437,0.8394,448.5
0.8426,38,0.06840622763423394,0.8895566239316239,0.7081687864754614,0.6754281643109444,0.3274062082511068,9.20190104731807,0.8426,460.8
0.8498,39,0.06693689601226462,0.8938301282051282,0.6987471864094422,0.6654020123332315,0.33345173360870095,9.223392328985057,0.8498,472.9
0.862,40,0.06545084971874741,0.8941639957264957,0.694027923790478,0.661875757057103,0.3215216616874407,9.255852278141555,0.862,485.1
0.873,41,0.06394955530196152,0.8963897792022792,0.6884017218212117,0.6563571295846901,0.3204459328512181,9.259501758803669,0.873,497.3
0.881,42,0.062434494358242776,0.8985265313390314,0.6808070594768578,0.6497158854775279,0.3109117337314152,9.291348498091738,0.881,509.4
0.881,43,0.06090716206982718,0.8999510327635327,0.675495021193795,0.6433302347476666,0.3216478584328948,9.307636342496954,0.8238,521.4
0.881,44,0.05936906572928628,0.9012642450142451,0.668498254909135,0.6367038297347534,0.31794424834754054,9.338914553324381,0.8428,533.4
0.881,45,0.05782172325201159,0.9066061253561254,0.6537174005114454,0.622790837559605,0.3092656238296433,9.386533848580472,0.8772,545.4
0.881,46,0.056266661678215264,0.9073406339031339,0.6504166063420114,0.620210581185811,0.3020602470619386,9.400611176450028,0.8586,557.5
0.889,47,0.05470541566592575,0.9089654558404558,0.6483623290333653,0.6168896878546799,0.31472642063839823,9.417349728423986,0.889,569.6
0.889,48,0.053139525976465714,0.9105012464387464,0.6406016105260605,0.6102702842648552,0.3033132716546371,9.441599734488376,0.87,581.6
0.889,49,0.05157053795390645,0.9109018874643875,0.6404941696726698,0.609538903603187,0.30955264057189313,9.44775683519847,0.8816,593.6
0.889,50,0.05000000000000004,0.9120147792022792,0.63247518186216,0.6031233911161069,0.29351792104563484,9.466977749794637,0.8816,605.7
0.889,51,0.04842946204609362,0.9173344017094017,0.6237990680413369,0.5939780113703844,0.2982105606811339,9.500285958292817,0.8658,617.7
0.8988,52,0.04686047402353437,0.9196492165242165,0.6148972955354598,0.5853105510062302,0.2958674471177946,9.5294220997737,0.8988,629.8
0.8988,53,0.045294584334074316,0.9227430555555556,0.6041743250144513,0.5747160007301558,0.29458325526058843,9.561969471792889,0.8582,641.9
0.8988,54,0.043733338321784825,0.9256365740740741,0.598309511982138,0.5686247701149041,0.2968474317692284,9.585893951589904,0.8576,653.9
0.8988,55,0.042178276747988484,0.9263933404558404,0.5938041836787493,0.5647929245420331,0.29011259537901296,9.613917475752002,0.8864,665.9
0.8988,56,0.0406309342707138,0.9283075142450142,0.5868641130435162,0.5586666706790272,0.28197443045866794,9.639062981999498,0.8956,678.1
0.8988,57,0.039092837930172916,0.9287526709401709,0.5810841419588127,0.5537277142546455,0.2735642681476737,9.661090872566245,0.897,690.3
0.907,58,0.037565505641757285,0.9353187321937322,0.5696654310423425,0.5412472796406161,0.2841815274113264,9.67990992347739,0.907,702.5
0.907,59,0.03605044469803857,0.9359864672364673,0.5667004214222954,0.5386801052976538,0.28020315736192586,9.696068962075431,0.8994,714.7
0.907,60,0.034549150281252675,0.9366096866096866,0.562246465530151,0.5335554956880391,0.2869096982513058,9.715937065602708,0.9056,727.0
0.907,61,0.03306310398773546,0.9388354700854701,0.5548312483180282,0.5269873121015707,0.2784393604876649,9.736260082646993,0.906,739.1
0.907,62,0.031593772365766146,0.9431980056980057,0.5420918412018366,0.515467162400569,0.2662467878853154,9.775449481105532,0.8942,751.3
0.907,63,0.030142605468260992,0.9439325142450142,0.5375953291216468,0.5109111203087701,0.26684209506990564,9.808552516491664,0.8812,763.5
0.907,64,0.028711035421746394,0.9471153846153846,0.5294674385307182,0.5034809221229662,0.2598651648204551,9.82846868955172,0.8952,775.7
0.907,65,0.027300475013022688,0.9496750356125356,0.5222566921656627,0.49605401441921876,0.2620267831744292,9.8608500760505,0.8778,788.0
0.907,66,0.025912316294914254,0.9544827279202279,0.512735496049593,0.4860568025343099,0.2667869256857114,9.880630023119457,0.8896,800.2
0.9162,67,0.02454792921248146,0.9549278846153846,0.5054493020912181,0.4806653110899477,0.24783991262359156,9.918299381549541,0.9162,812.5
0.9162,68,0.02320866025105018,0.9584001068376068,0.4950812209365714,0.47079476026388317,0.24286459972206345,9.937889976718827,0.9016,824.6
0.9162,69,0.021895831107393487,0.9577991452991453,0.49522048922685474,0.47000902950593887,0.25211459408883014,9.955794402337142,0.9,836.6
0.9162,70,0.02061073738537637,0.963897792022792,0.4791865060981522,0.455176833772931,0.24009672310362515,9.98267723963811,0.9152,848.7
0.9234,71,0.01935464731735119,0.9663906695156695,0.472186565314263,0.44878805490300866,0.23398510907959735,10.013036116575583,0.9234,860.7
0.9234,72,0.018128800512565532,0.9672587250712251,0.468245985076638,0.4443202130814903,0.23925772487607777,10.048472665313982,0.9234,872.7
0.9234,73,0.016934406733817433,0.9732460826210826,0.4543807194103882,0.4308711923764981,0.2350952636418689,10.081384620775184,0.8966,884.7
0.9234,74,0.01577264470356558,0.973335113960114,0.4503007854661371,0.42728111979968186,0.2301966506255488,10.088721796997593,0.9214,896.8
0.9308,75,0.014644660940672643,0.9767850783475783,0.44062951716602355,0.41800009609966876,0.2262942066304704,10.12267226303405,0.9308,908.9
0.9308,76,0.013551568628929448,0.9791889245014245,0.43632708740370224,0.41304394246166587,0.23283145162794325,10.148505539635988,0.9214,920.9
0.9308,77,0.012494446518477033,0.9821269586894587,0.42503397527583303,0.40362572381299444,0.21408251913906504,10.164802711573762,0.9302,932.9
0.9308,78,0.011474337861210555,0.9839743589743589,0.41814592412733964,0.3967018186027168,0.21444105451390613,10.208680188214338,0.9306,944.8
0.9344,79,0.01049224938121549,0.9870904558404558,0.412448423795211,0.3907397206013019,0.21708703475163194,10.220767521111034,0.9344,957.2
0.936,80,0.009549150281252642,0.988960113960114,0.4041246904267205,0.3830004447375947,0.21124245129801608,10.253106060191097,0.936,969.6
0.9424,81,0.008645971286271922,0.9918313746438746,0.3971979257218179,0.3763356160404336,0.2086230926109515,10.276030877376893,0.9424,981.6
0.945,82,0.007783603724899264,0.9932113603988604,0.38865125951943574,0.3693375955110262,0.19313664811841103,10.31308200488403,0.945,993.8
0.945,83,0.006962898649802819,0.9945690883190883,0.38225296988786117,0.3635241169365723,0.1872885259149591,10.348806373074524,0.9428,1005.9
0.9462,84,0.0061846659978068265,0.9953926282051282,0.38447150664451796,0.3636892993226011,0.20782207712488637,10.365498284668664,0.9462,1018.0
0.9476,85,0.005449673790581615,0.9967503561253561,0.377120599278018,0.358187862525978,0.18932736389063023,10.364590454644967,0.9476,1030.4
0.9498,86,0.004758647376699036,0.9974403490028491,0.37520248606334045,0.3557651020862438,0.19437383201259834,10.391404442637734,0.9498,1042.9
0.9498,87,0.004112268715800957,0.9976629273504274,0.3722591203162473,0.3538142988654623,0.18444821026250507,10.405574086724522,0.9498,1054.9
0.9506,88,0.003511175705587435,0.9981525997150997,0.3712730591113751,0.3524407013359233,0.18832357331813232,10.415254660821029,0.9506,1067.2
0.9506,89,0.0029559615522887295,0.9985977564102564,0.36501763111505753,0.34806165880287476,0.16955971860053531,10.436879886181606,0.949,1079.4
0.9506,90,0.0024471741852423253,0.9983974358974359,0.3709885781986421,0.3516972536205227,0.1929132429898804,10.439326563452044,0.9506,1091.7
0.9506,91,0.0019853157161528537,0.9986422720797721,0.36635807063165216,0.3484621383355893,0.17895932014808696,10.443398929389454,0.9502,1103.9
0.9506,92,0.0015708419435684529,0.9989538817663818,0.3650820676417772,0.34753704155951826,0.17545025138731016,10.44964638462773,0.9502,1115.9
0.952,93,0.0012041619030626347,0.9990874287749287,0.36551679055235664,0.34773803555388055,0.17778755500488133,10.45389545201576,0.952,1127.9
0.952,94,0.0008856374635655646,0.9989316239316239,0.363533364656644,0.346895405454853,0.16637958477959675,10.4578782078887,0.9504,1140.0
0.952,95,0.0006155829702431174,0.9991319444444444,0.3647850085357655,0.3472825702269193,0.17502438977488086,10.459842461806078,0.9508,1152.0
0.9522,96,0.00039426493427611206,0.9991764601139601,0.3633521668761544,0.34594393634048964,0.17408230087780885,10.461574182211503,0.9522,1164.1
0.9538,97,0.00022190176984600036,0.9993322649572649,0.3625209894445207,0.34532002599490674,0.1720096331906964,10.464139356912032,0.9538,1176.2
0.9538,98,9.866357858642213e-05,0.9990651709401709,0.36427995689913756,0.34666300677505996,0.1761694986458093,10.466200785079913,0.952,1188.2
0.9538,99,2.4671981713420017e-05,0.9991542022792023,0.36140404076997373,0.34517002487793946,0.16234015768919235,10.466439391133452,0.9506,1200.3
0.9538,100,0.0,0.999198717948718,0.36396782673322237,0.34599583347638446,0.1797199295647973,10.466701015787587,0.9524,1212.3
