epoch,loss_align,loss_cls,loss_total,mmd2,progress,step,wall_time_s
1,1.4990546703338623,1.8219181716442108,3.320972830057144,0.14990546703338622,0.0031,20,4.3
1,0.8040587306022644,1.5319447636604309,2.336003506183624,0.08040587306022644,0.0064,40,6.0
1,0.4103966951370239,1.3369210362434387,1.7473177194595337,0.041039669513702394,0.0097,60,7.6
1,0.6307650804519653,1.0158458322286605,1.6466109156608582,0.06307650804519653,0.013,80,9.3
1,0.48750245571136475,0.9063207358121872,1.3938231855630874,0.048750245571136476,0.0163,100,10.9
1,0.5190608501434326,0.9217190951108932,1.4407799422740937,0.05190608501434326,0.0195,120,12.6
1,0.2438960075378418,0.9439428061246872,1.187838813662529,0.02438960075378418,0.0228,140,14.2
1,0.40155577659606934,0.7527061343193054,1.154261901974678,0.040155577659606936,0.0261,160,15.9
1,0.32559335231781006,0.6352756157517433,0.960868963599205,0.032559335231781006,0.0294,180,17.6
1,0.16974836587905884,0.6905601233243942,0.8603084832429886,0.016974836587905884,0.0327,200,19.3
2,0.41935282595017376,0.430641275118379,0.8499941089574028,0.04193528259501738,0.036,220,25.3
2,0.3417309522628784,0.4757418394088745,0.8174727976322174,0.03417309522628784,0.0393,240,26.9
2,0.07425427436828613,0.4978854306042194,0.5721396997570991,0.007425427436828613,0.0425,260,28.6
2,0.08055448532104492,0.5507590927183628,0.6313135854899883,0.008055448532104492,0.0458,280,30.2
2,0.2950873374938965,0.4529882833361626,0.7480756342411041,0.02950873374938965,0.0491,300,31.9
2,0.2906741499900818,0.5486198663711548,0.8392940148711204,0.029067414999008178,0.0524,320,33.5
2,0.37814927101135254,0.5548806264996529,0.9330299079418183,0.03781492710113525,0.0557,340,35.3
2,0.3475722670555115,0.6688944503664971,1.0164667248725892,0.03475722670555115,0.059,360,36.9
2,0.2621971368789673,0.5283209279179573,0.7905180647969245,0.026219713687896728,0.0622,380,38.5
2,0.18121516704559326,0.4865254253149033,0.6677405804395675,0.018121516704559325,0.0655,400,40.2
3,0.09563650403703962,0.47870415236268726,0.5743406563997269,0.009563650403703963,0.0688,420,43.4
3,0.3288666009902954,0.4315674252808094,0.7604340262711048,0.03288666009902954,0.0721,440,45.1
3,0.43322455883026123,0.49631496518850327,0.9295395076274872,0.04332245588302612,0.0754,460,46.7
3,0.19580429792404175,0.4371615029871464,0.6329657971858978,0.019580429792404173,0.0787,480,48.4
3,-0.04271745681762695,0.33988676518201827,0.2971693083643913,-0.004271745681762695,0.082,500,50.1
3,0.19180357456207275,0.3746795326471329,0.5664831049740314,0.019180357456207275,0.0852,520,51.8
3,0.5021257400512695,0.3540273353457451,0.8561530716717243,0.05021257400512695,0.0885,540,53.4
3,0.30150067806243896,0.434863593056798,0.7363642752170563,0.030150067806243897,0.0918,560,55.1
3,0.18338721990585327,0.45970811396837236,0.6430953294038773,0.018338721990585328,0.0951,580,56.7
3,0.23280072212219238,0.3769302416592836,0.6097309619188309,0.023280072212219238,0.0984,600,58.4
4,0.2618815682151101,0.355042466385798,0.6169240285049785,0.02618815682151101,0.1017,620,61.6
4,0.1015394926071167,0.39303188733756544,0.4945713821798563,0.01015394926071167,0.1049,640,63.3
4,0.10611867904663086,0.2907980255782604,0.39691670760512354,0.010611867904663086,0.1082,660,65.0
4,0.13558626174926758,0.3855786297470331,0.5211648911237716,0.013558626174926758,0.1115,680,66.7
4,0.2462676763534546,0.3484338968992233,0.5947015643119812,0.024626767635345458,0.1148,700,68.3
4,0.05671966075897217,0.30046365819871423,0.35718332007527354,0.005671966075897217,0.1181,720,70.0
4,0.22972381114959717,0.35956773944199083,0.589291549474001,0.022972381114959715,0.1214,740,71.6
4,0.2787940502166748,0.2744371768087149,0.553231231495738,0.02787940502166748,0.1247,760,73.3
4,0.14225590229034424,0.42388922572135923,0.5661451190710067,0.014225590229034423,0.1279,780,74.9
4,0.1691681146621704,0.3731287606060505,0.5422968812286854,0.01691681146621704,0.1312,800,76.6
5,-0.061033666133880615,0.3082824293524027,0.24724875949323177,-0.0061033666133880615,0.1345,820,79.9
