best_so_far,epoch,step,train_grad_norm,train_loss_cls,train_loss_perturbed,train_loss_total,train_sharpness_gap,val_art_painting_acc,val_art_painting_f1,val_cartoon_acc,val_cartoon_f1,val_mean_acc,val_mean_f1,val_photo_acc,val_photo_f1,val_worst_f1,wall_time_s
0.05066996495567924,1,203,0.5873886573270624,1.943176127419683,2.0014404334458225,2.0014404334458225,0.05826430602613928,0.21951219512195122,0.05142857142857143,0.17270788912579957,0.04207792207792208,0.21656837139595686,0.05066996495567924,0.25748502994011974,0.058503401360544216,0.04207792207792208,25.1
0.10890581758482497,2,406,0.27750968125653386,1.9368643737191638,1.957961922208664,1.957961922208664,0.02109754848950015,0.23658536585365852,0.08246182485533397,0.18976545842217485,0.07689306307122955,0.2638734284512259,0.10890581758482497,0.3652694610778443,0.16736256482791134,0.07689306307122955,49.3
0.10890581758482497,3,609,0.8306215727710958,1.8869011807324263,1.9546696223648898,1.9546696223648898,0.06776844163246343,0.21951219512195122,0.05142857142857143,0.17270788912579957,0.04207792207792208,0.21656837139595686,0.05066996495567924,0.25748502994011974,0.058503401360544216,0.04207792207792208,69.9
0.10890581758482497,4,812,0.2682115529191318,1.933892163737067,1.9596517861183054,1.9596517861183054,0.025759622381238516,0.21951219512195122,0.05142857142857143,0.17270788912579957,0.04207792207792208,0.21656837139595686,0.05066996495567924,0.25748502994011974,0.058503401360544216,0.04207792207792208,93.3
0.10890581758482497,5,1015,0.3927190088726617,1.9169753096961035,1.9463776191467135,1.9463776191467135,0.02940230945060993,0.22195121951219512,0.05629353945987213,0.1812366737739872,0.0608193649668304,0.24018438758242008,0.08377946738990698,0.31736526946107785,0.1342254977430184,0.05629353945987213,114.0
0.14898554337176098,6,1218,0.8735985068852091,1.7825404834277525,1.8635528950855649,1.8635528950855649,0.08101241165781256,0.2634146341463415,0.11867088607594936,0.2281449893390192,0.13164516284525282,0.3005797547346412,0.14898554337176098,0.4101796407185629,0.1966405811940808,0.11867088607594936,134.5
0.2092424574463763,7,1421,0.9103128622318136,1.7179550531462495,1.7992241623366407,1.7992241623366407,0.08126910919039121,0.32439024390243903,0.20063119322400433,0.2921108742004264,0.19092174132721448,0.36118899545544614,0.2092424574463763,0.46706586826347307,0.23617443778791006,0.19092174132721448,154.7
0.3747880879348953,8,1624,1.7491454411610006,1.517935100153749,1.690532946821504,1.690532946821504,0.17259784666775482,0.3951219512195122,0.32559174981354727,0.43070362473347545,0.39725923259983764,0.45890792651526735,0.3747880879348953,0.5508982035928144,0.401513281391301,0.32559174981354727,174.9
0.5552453878198375,9,1827,2.418347764484988,1.1575032017501117,1.416543010126781,1.416543010126781,0.2590398083766693,0.5585365853658537,0.5168590216979643,0.652452025586354,0.6343291350540223,0.6182337286008357,0.5552453878198375,0.6437125748502994,0.5145480067075257,0.5145480067075257,194.9
0.7484832470383495,10,2030,3.0111611365097497,0.8472290389937133,1.1836424411224027,1.1836424411224027,0.3364134021286894,0.7219512195121951,0.7136914068448733,0.8038379530916845,0.8041807188707193,0.7710714407681595,0.7484832470383495,0.7874251497005988,0.7275776153994558,0.7136914068448733,214.9
0.8227887274876672,11,2233,2.9697715725217546,0.5859921596614011,0.9282232224941254,0.9282232224941254,0.3422310626859148,0.7634146341463415,0.7704332240450402,0.8528784648187633,0.8642993766451548,0.8251915120302845,0.8227887274876672,0.8592814371257484,0.8336335817728067,0.7704332240450402,234.8
0.8705165465418562,12,2436,2.726014168391674,0.39216899743367883,0.7059106608036116,0.7059106608036116,0.31374166325982566,0.8341463414634146,0.8266628137076066,0.8997867803837953,0.9081984889959696,0.8773789048871938,0.8705165465418562,0.8982035928143712,0.8766883369219924,0.8266628137076066,254.8
0.871728938147459,13,2639,2.6771157815538604,0.31026953583574063,0.6270096240372494,0.6270096240372494,0.31674008842172297,0.8268292682926829,0.8254307749296972,0.9040511727078892,0.9105693843168632,0.8763613446049812,0.871728938147459,0.8982035928143712,0.8791866551958167,0.8254307749296972,274.7
0.8928937656311619,14,2842,2.281703903463674,0.23921402402479072,0.5131993400199073,0.5131993400199073,0.27398531707783635,0.8292682926829268,0.8237010641216952,0.9381663113006397,0.9434664204363202,0.8975281015274562,0.8928937656311619,0.9251497005988024,0.9115138123354701,0.8237010641216952,294.7
