epoch,loss_align,loss_cls,loss_total,mmd2,progress,step,wall_time_s
11,0.01857093095779419,0.04432556930114515,0.06289650071412325,0.1857093095779419,0.3579,2180,201.8
11,0.01935330510139465,0.07655923897400499,0.09591254396364093,0.19353305101394652,0.3611,2200,203.5
11,0.02012171745300293,0.10140011046314612,0.12152182878926396,0.2012171745300293,0.3644,2220,205.1
12,0.019231619153703965,0.0740119236787515,0.09324354332472597,0.19231619153703963,0.3677,2240,208.3
12,0.02184129357337952,0.11981270825490356,0.14165400080382823,0.21841293573379517,0.371,2260,209.9
12,0.019790754318237302,0.07816829483490437,0.09795904941856862,0.19790754318237305,0.3743,2280,211.6
12,0.019059020280838012,0.04790689334040508,0.06696591330692173,0.19059020280838013,0.3776,2300,213.3
12,0.01992282748222351,0.04990950506180525,0.06983233280479909,0.1992282748222351,0.3809,2320,214.9
12,0.020036376714706424,0.03681164676672779,0.056848024018108845,0.20036376714706422,0.3841,2340,216.6
12,0.02079477429389954,0.043290831526974216,0.06408560564741492,0.20794774293899537,0.3874,2360,218.3
12,0.01985996127128601,0.012035159699735232,0.031895121280103925,0.1985996127128601,0.3907,2380,219.9
12,0.017940419912338256,0.014972245058743283,0.03291266546584666,0.17940419912338257,0.394,2400,221.6
12,0.019303885698318483,0.027943475687061438,0.04724736139178276,0.19303885698318482,0.3973,2420,223.2
