backbone,grayscale,hue_rotation,patch_shuffle,translate_8,translate_16,translate_32,cue_conflict_vs_content,cue_conflict_vs_style,baseline_random_pairs
resnet50,0.7927427887916565,0.7695035338401794,0.7167544960975647,0.9689881652593613,0.9531858414411545,0.9333527833223343,0.2580968141555786,0.21436592936515808,0.24916860461235046
vit_b16,0.747961163520813,0.7146731019020081,0.6590533256530762,0.9473353624343872,0.9729171693325043,0.9414438754320145,0.23037214577198029,0.07716701179742813,0.0939406156539917
clip_vitb32,0.8976872563362122,0.8935355544090271,0.7364140152931213,0.9805430322885513,0.967497393488884,0.9688917696475983,0.6866120100021362,0.6305113434791565,0.6322087645530701
