epoch,loss_align,loss_cls,loss_total,mmd2,progress,step,wall_time_s
1,3.2620424032211304,1.9524515569210052,5.214493918418884,0.32620424032211304,0.0031,20,4.3
1,2.8058905601501465,1.959286516904831,4.765177059173584,0.28058905601501466,0.0064,40,6.0
1,2.5127183198928833,1.9497366428375245,4.4624549627304075,0.2512718319892883,0.0097,60,7.6
1,2.2988388538360596,1.939625334739685,4.2384641647338865,0.22988388538360596,0.013,80,9.2
1,2.2316378355026245,1.9423862159252168,4.174024081230163,0.22316378355026245,0.0163,100,10.9
1,1.9129940271377563,1.9409025371074677,3.8538965940475465,0.19129940271377563,0.0195,120,12.5
1,2.0742878913879395,1.9374783337116241,4.0117662191390995,0.20742878913879395,0.0228,140,14.1
1,2.112667202949524,1.943744993209839,4.056412148475647,0.2112667202949524,0.0261,160,15.8
1,1.8527382612228394,1.9405495822429657,3.7932878494262696,0.18527382612228394,0.0294,180,17.5
1,1.862894892692566,1.936946654319763,3.799841547012329,0.1862894892692566,0.0327,200,19.1
2,2.4460380217608284,1.9358687891679651,4.381906817941105,0.24460380217608282,0.036,220,25.1
2,1.5156859159469604,1.935403823852539,3.4510897159576417,0.15156859159469604,0.0393,240,26.8
2,2.548137664794922,1.9367321729660034,4.484869813919067,0.25481376647949217,0.0425,260,28.4
2,2.9070762395858765,1.9382917165756226,4.845367980003357,0.2907076239585876,0.0458,280,30.1
2,2.5639076232910156,1.9410285770893096,4.5049361944198605,0.2563907623291016,0.0491,300,31.7
2,1.939532995223999,1.93843914270401,3.877972197532654,0.1939532995223999,0.0524,320,33.3
2,2.417343497276306,1.9379924952983856,4.355335998535156,0.2417343497276306,0.0557,340,35.1
2,2.039667248725891,1.9334454894065858,3.9731127262115478,0.2039667248725891,0.059,360,36.7
2,2.3398118019104004,1.9375222861766814,4.277334117889405,0.23398118019104003,0.0622,380,38.3
2,2.1823610067367554,1.9340762853622437,4.116437292098999,0.21823610067367555,0.0655,400,40.0
3,2.00483969279698,1.9366562707083566,3.941495963505336,0.20048396927969797,0.0688,420,43.4
3,2.039273262023926,1.9351076781749725,3.9743809700012207,0.20392732620239257,0.0721,440,45.0
3,1.9305561780929565,1.9428970336914062,3.873453235626221,0.19305561780929564,0.0754,460,46.7
3,2.3384594917297363,1.9351750493049622,4.273634529113769,0.23384594917297363,0.0787,480,48.3
