method,best_epoch,photo_acc,photo_f1,art_painting_acc,art_painting_f1,cartoon_acc,cartoon_f1,src_mean_acc,src_mean_f1,src_worst_acc,src_worst_f1,target_acc,target_f1,domain_separability,sep_n_per_group,target_acc_delta_vs_source_only
source_only,7,0.9730538922155688,0.9675574687345103,0.9,0.900724701134725,0.9445628997867804,0.9482972439362712,0.9392055973341163,0.9388598046018356,0.9,0.900724701134725,0.6823619241537286,0.7137649622163134,0.9972527472527473,1213,0.0
dann_lr1,5,0.33532934131736525,0.15811266033462598,0.17804878048780487,0.0995463539614575,0.14285714285714285,0.08690306545466737,0.21874508822077096,0.11485402658358362,0.14285714285714285,0.08690306545466737,0.07304657673708323,0.04520337616928526,0.9203296703296703,1213,-0.6093153474166454
cdan_lr1,10,0.437125748502994,0.2470701285925093,0.3024390243902439,0.1880028320137213,0.3049040511727079,0.23025054016486088,0.3481562746886486,0.2217745002570305,0.3024390243902439,0.1880028320137213,0.07966403665054721,0.07345409113279548,0.9986263736263736,1213,-0.6026978875031814
dan_biased,6,0.9730538922155688,0.9672182362091002,0.9243902439024391,0.9284559072156267,0.9424307036247335,0.9454424832083352,0.9466249465809137,0.9470388755443541,0.9243902439024391,0.9284559072156267,0.5474675489946551,0.5351737488050892,0.8186813186813187,1213,-0.13489437515907354
dan_lambda10_biased,2,0.25748502994011974,0.058503401360544216,0.21951219512195122,0.05142857142857143,0.17270788912579957,0.04207792207792208,0.21656837139595686,0.05066996495567924,0.17270788912579957,0.04207792207792208,0.04072283023670145,0.011179820424134438,0.5741758241758241,1213,-0.6416390939170272
