best_val_acc,epoch,lr,train_acc,train_loss,val_acc,wall_time_s
0.854,27,0.08306559326618262,0.8867743945868946,0.33207852166262786,0.8324,321.1
0.8706,28,0.08187119948743452,0.8902911324786325,0.32070496041550595,0.8706,333.0
0.8706,29,0.08064535268264886,0.8925391737891738,0.31255413222516704,0.859,344.7
0.8706,30,0.0793892626146237,0.8950765669515669,0.3088552808320081,0.8578,356.4
0.8706,31,0.07810416889260657,0.8933627136752137,0.31402804394732853,0.8422,368.1
0.8706,32,0.07679133974894986,0.8977029914529915,0.30408725677392423,0.834,379.8
0.8706,33,0.0754520707875186,0.8996171652421653,0.2957018227488906,0.8016,391.5
0.8706,34,0.0740876837050858,0.8984820156695157,0.2936226585906455,0.854,403.3
0.8706,35,0.07269952498697738,0.9020877849002849,0.28488663543663134,0.8502,415.0
0.8706,36,0.07128896457825366,0.9016203703703703,0.285032788700188,0.8366,426.7
0.8706,37,0.06985739453173906,0.9056712962962963,0.27437539194893634,0.8652,438.4
0.8706,38,0.06840622763423394,0.9058938746438746,0.2742919324130414,0.8494,450.2
0.8706,39,0.06693689601226462,0.9091212606837606,0.26424048123536287,0.8524,461.9
0.8706,40,0.06545084971874741,0.9110354344729344,0.26087846483854826,0.87,473.6
0.872,41,0.06394955530196152,0.914596688034188,0.25095453302235343,0.872,485.8
0.8794,42,0.062434494358242776,0.9153089387464387,0.2469025054506087,0.8794,497.6
0.8794,43,0.06090716206982718,0.9156650641025641,0.24376428201582356,0.8456,509.3
0.8808,44,0.05936906572928628,0.9172453703703703,0.24367906182919472,0.8808,521.1
0.8808,45,0.05782172325201159,0.9205617877492878,0.23262598919562805,0.88,532.8
0.8808,46,0.056266661678215264,0.9211850071225072,0.22847613454544308,0.845,544.5
0.8808,47,0.05470541566592575,0.9242565883190883,0.2234564940219591,0.88,556.2
0.8976,48,0.053139525976465714,0.9238114316239316,0.21763846178425003,0.8976,568.0
0.8976,49,0.05157053795390645,0.9234998219373219,0.22307052862355511,0.8866,579.7
0.8976,50,0.05000000000000004,0.9307558760683761,0.20352234710485506,0.888,591.4
0.8976,51,0.04842946204609362,0.9303552350427351,0.20110820681705774,0.8784,603.1
0.8976,52,0.04686047402353437,0.9337161680911681,0.1939515318201478,0.8588,614.9
0.9052,53,0.045294584334074316,0.9353855056980057,0.18785667426862948,0.9052,626.6
0.9052,54,0.043733338321784825,0.9394586894586895,0.17870624516254816,0.854,638.3
0.9052,55,0.042178276747988484,0.9389022435897436,0.1758915675204364,0.8984,650.0
0.9052,56,0.0406309342707138,0.9422631766381766,0.16755796226001532,0.8918,661.8
0.9052,57,0.039092837930172916,0.9430644586894587,0.1672859326153569,0.8826,673.5
0.9052,58,0.037565505641757285,0.9453347578347578,0.15623917080398297,0.886,685.2
0.9094,59,0.03605044469803857,0.9486289173789174,0.1510422313612411,0.9094,697.1
0.9094,60,0.034549150281252675,0.9496972934472935,0.14660253894762096,0.9068,708.8
0.9094,61,0.03306310398773546,0.9517672720797721,0.13876035031557424,0.8874,720.5
0.9094,62,0.031593772365766146,0.9539485398860399,0.1350014659435491,0.886,732.2
0.9094,63,0.030142605468260992,0.9563301282051282,0.1275065122145703,0.9078,743.9
0.9094,64,0.028711035421746394,0.9598246082621082,0.11801006690601677,0.9076,755.6
0.9094,65,0.027300475013022688,0.9616052350427351,0.11364792547377087,0.9028,767.4
0.9194,66,0.025912316294914254,0.9630519943019943,0.1084991211278571,0.9194,779.1
0.9194,67,0.02454792921248146,0.9654780982905983,0.10117316404171818,0.9038,790.8
0.922,68,0.02320866025105018,0.9705083689458689,0.08759193133530963,0.922,802.7
0.922,69,0.021895831107393487,0.9699964387464387,0.08865800905877198,0.9204,814.4
0.922,70,0.02061073738537637,0.9716657763532763,0.0822167371550941,0.9108,826.1
0.9252,71,0.01935464731735119,0.9758502492877493,0.07264286875087991,0.9252,838.1
0.926,72,0.018128800512565532,0.9778757122507122,0.06565891123214933,0.926,850.0
0.9274,73,0.016934406733817433,0.9801237535612536,0.05992144927584123,0.9274,861.8
0.933,74,0.01577264470356558,0.9823717948717948,0.05283455243679108,0.933,873.5
0.933,75,0.014644660940672643,0.9844640313390314,0.048499642863360226,0.93,885.3
0.933,76,0.013551568628929448,0.9866230413105413,0.04195435287595389,0.929,897.0
0.9354,77,0.012494446518477033,0.9884259259259259,0.03560334634290546,0.9354,908.8
0.9354,78,0.011474337861210555,0.9905849358974359,0.030223263669069165,0.9348,920.6
0.9398,79,0.01049224938121549,0.9929220085470085,0.024343853927830346,0.9398,932.5
0.9398,80,0.009549150281252642,0.9939681267806267,0.01979356541953705,0.9364,944.2
0.9428,81,0.008645971286271922,0.9956152065527065,0.015540820713608693,0.9428,956.0
0.9428,82,0.007783603724899264,0.9963497150997151,0.013437203208562995,0.9424,967.7
0.9458,83,0.006962898649802819,0.9965277777777778,0.012153050604878667,0.9458,979.5
0.95,84,0.0061846659978068265,0.9973735754985755,0.009939773759122757,0.95,991.4
0.95,85,0.005449673790581615,0.9984642094017094,0.007119794861755819,0.948,1003.2
0.9526,86,0.004758647376699036,0.9988203347578347,0.005482870488403699,0.9526,1014.9
0.9536,87,0.004112268715800957,0.9992877492877493,0.004266817499472205,0.9536,1027.0
0.9548,88,0.003511175705587435,0.9994435541310541,0.0038368505959072686,0.9548,1038.8
0.9548,89,0.0029559615522887295,0.9995325854700855,0.0032576058309344825,0.9544,1050.7
0.956,90,0.0024471741852423253,0.9996661324786325,0.0032185570753452786,0.956,1062.4
0.956,91,0.0019853157161528537,0.999732905982906,0.002908702218040102,0.9528,1074.1
0.956,92,0.0015708419435684529,0.9996883903133903,0.0027367421784079992,0.9518,1085.9
0.956,93,0.0012041619030626347,0.9996883903133903,0.0024377304232782787,0.952,1097.6
0.956,94,0.0008856374635655646,0.9997996794871795,0.0024001198260914904,0.9522,1109.3
0.956,95,0.0006155829702431174,0.9997996794871795,0.0025209919111723574,0.952,1121.0
0.956,96,0.00039426493427611206,0.9997996794871795,0.002349560894602724,0.9532,1132.7
0.956,97,0.00022190176984600036,0.9998887108262108,0.0022456561642409728,0.9526,1144.4
0.956,98,9.866357858642213e-05,0.9997996794871795,0.0022627015192157184,0.9538,1156.1
0.956,99,2.4671981713420017e-05,0.9999332264957265,0.002113705861814681,0.9548,1167.9
0.956,100,0.0,0.999732905982906,0.0024315625126672606,0.9534,1179.6
