disc_acc,epoch,grl_alpha,loss_cls,loss_domain,loss_total,progress,step,wall_time_s
0.5031250193715096,4,0.5003333037573822,29.567876768112182,46.99299488067627,76.5608720779419,0.1115,680,71.6
0.5041666895151138,4,0.5125434891590015,21.005786848068237,41.247567367553714,62.25335464477539,0.1148,700,73.4
0.5125000178813934,4,0.5245498560323731,25.613830947875975,32.367513275146486,57.98134441375733,0.1181,720,75.2
0.514583346247673,4,0.536351151833207,18.28187255859375,25.517123985290528,43.798996162414554,0.1214,740,76.9
0.4781250163912773,4,0.5479463838165402,17.530398893356324,22.770484018325806,40.30088319778442,0.1247,760,78.7
0.48645834922790526,4,0.5593348119523158,11.682678914070129,19.014828968048096,30.697508144378663,0.1279,780,80.4
0.5000000193715095,4,0.5705159414254038,13.500215411186218,15.817894554138183,29.3181095123291,0.1312,800,82.1
0.5078125223517418,5,0.5847483683212864,10.046931505203247,12.12891560792923,22.175846815109253,0.1345,820,85.6
0.5083333522081375,5,0.5922555036815209,13.475292921066284,9.605584287643433,23.08087739944458,0.1378,840,87.4
0.52291669100523,5,0.6028141005690031,9.654714465141296,6.605728173255921,16.260442590713502,0.1411,860,89.1
0.4968750193715096,5,0.6131657098677045,5.605721664428711,5.447332060337066,11.053053617477417,0.1444,880,90.8
0.5062500178813935,5,0.6233109391825344,3.5552024960517885,4.153157758712768,7.708360266685486,0.1476,900,92.6
0.5166666865348816,5,0.6332505902892354,3.391755974292755,3.984282612800598,7.376038599014282,0.1509,920,94.4
0.48854168206453324,5,0.6429856500393427,4.482033622264862,4.073674368858337,8.555708050727844,0.1542,940,96.2
0.49166668206453323,5,0.6525172812069387,4.3658143997192385,3.762595736980438,8.128410148620606,0.1575,960,98.0
0.494791679084301,5,0.6618468133138483,3.552634298801422,3.3620857119560243,6.9147200107574465,0.1608,980,99.9
0.4822916805744171,5,0.6709757334677305,4.418840742111206,3.323782002925873,7.742622828483581,0.1641,1000,101.6
0.5041666924953461,6,0.6832111419922647,4.7559257507324215,3.5142613887786864,8.270187187194825,0.1674,1020,105.1
0.4645833492279053,6,0.688638419650314,3.435710084438324,3.6139161586761475,7.049626278877258,0.1706,1040,106.9
0.4885416805744171,6,0.6971758661747508,3.9590649604797363,3.7796086192131044,7.73867359161377,0.1739,1060,108.7
0.48437501341104505,6,0.7055200439871157,3.373382544517517,4.297184574604034,7.670567154884338,0.1772,1080,110.5
0.4875000149011612,6,0.7136730932722697,5.074071621894836,4.900844132900238,9.974915742874146,0.1805,1100,112.2
0.46875001192092897,6,0.7216372587427362,4.437204313278198,7.058962595462799,11.496166849136353,0.1838,1120,114.0
