epoch,grad_norm,loss_cls,loss_perturbed,loss_total,progress,sharpness_gap,step,wall_time_s
1,7.348490738868714,1.584852322936058,1.660325175523758,1.660325175523758,0.0031,0.0754728525876999,20,3.5
1,10.727967834472656,0.9393952697515487,1.0558187186717987,1.0558187186717987,0.0064,0.11642344892024994,40,5.4
1,10.410295510292054,0.6794281810522079,0.790875107049942,0.790875107049942,0.0097,0.11144692599773406,60,7.2
1,10.595263600349426,0.5294694252312183,0.6452918827533722,0.6452918827533722,0.013,0.11582245752215385,80,9.0
1,9.131823182106018,0.3995519161224365,0.49982716962695123,0.49982716962695123,0.0163,0.10027525350451469,100,10.8
1,7.953121662139893,0.40584873855113984,0.49186679124832156,0.49186679124832156,0.0195,0.0860180526971817,120,12.6
1,8.903496420383453,0.33329085893929006,0.43313792794942857,0.43313792794942857,0.0228,0.09984706901013851,140,14.4
1,8.734380269050598,0.3611065559089184,0.45469469875097274,0.45469469875097274,0.0261,0.09358814284205437,160,16.2
1,8.411667442321777,0.287979331985116,0.38103861957788465,0.38103861957788465,0.0294,0.09305928759276867,180,18.0
1,8.083521628379822,0.2972513005137444,0.387135224044323,0.387135224044323,0.0327,0.08988392353057861,200,19.8
2,5.178388539482565,0.17921250587438836,0.23657346735982335,0.23657346735982335,0.036,0.05736096137586762,220,26.0
2,7.421997964382172,0.19674767851829528,0.2805584754794836,0.2805584754794836,0.0393,0.08381079696118832,240,27.9
2,6.115300476551056,0.18703678138554097,0.2550003416836262,0.2550003416836262,0.0425,0.06796356029808522,260,29.7
2,6.565914630889893,0.18852135576307774,0.26093658097088335,0.26093658097088335,0.0458,0.07241522520780563,280,31.5
2,7.23154069185257,0.2268993506208062,0.3080999214202166,0.3080999214202166,0.0491,0.08120057079941034,300,33.3
2,6.386050593852997,0.1885981883853674,0.26069402396678926,0.26069402396678926,0.0524,0.07209583558142185,320,35.1
2,8.271708023548126,0.26692494507879017,0.3603901322931051,0.3603901322931051,0.0557,0.09346518721431493,340,36.9
2,6.383312857151031,0.2557273549959064,0.32602684684097766,0.32602684684097766,0.059,0.07029949184507131,360,38.7
2,7.096555840969086,0.22719804979860783,0.30663274340331553,0.30663274340331553,0.0622,0.07943469360470772,380,40.5
2,7.806656897068024,0.24376607723534108,0.3294355094432831,0.3294355094432831,0.0655,0.08566943220794201,400,42.4
3,5.033702492713928,0.15931770178888524,0.21395243917192733,0.21395243917192733,0.0688,0.054634737383042066,420,45.7
3,6.23891584277153,0.15687382919713855,0.22808361276984215,0.22808361276984215,0.0721,0.07120978347957134,440,47.5
3,5.94383385181427,0.19273397605866194,0.25859769694507123,0.25859769694507123,0.0754,0.06586372088640928,460,49.3
3,5.739294171333313,0.12387305828742683,0.19322505723685027,0.19322505723685027,0.0787,0.06935199908912182,480,51.2
3,6.424629628658295,0.18510520756244658,0.25899976044893264,0.25899976044893264,0.082,0.07389455288648605,500,53.0
3,5.1028351306915285,0.12912003174424172,0.18680822290480137,0.18680822290480137,0.0852,0.057688191160559656,520,54.8
3,5.940627694129944,0.12119282083585858,0.19223190285265446,0.19223190285265446,0.0885,0.07103908201679587,540,56.6
3,4.8434987485408785,0.12955217733979224,0.18459869865328074,0.18459869865328074,0.0918,0.055046521313488486,560,58.4
3,6.248206025362014,0.1679959491826594,0.2385871484875679,0.2385871484875679,0.0951,0.07059119930490851,580,60.2
3,5.037419918179512,0.10107067497447134,0.16118482798337935,0.16118482798337935,0.0984,0.06011415300890803,600,62.0
4,4.141013752330434,0.10294668240980669,0.14985894005406986,0.14985894005406986,0.1017,0.04691225764426318,620,65.4
4,5.527372777462006,0.15016119852662085,0.2111214954406023,0.2111214954406023,0.1049,0.060960296913981436,640,67.2
4,4.625572949647903,0.09711701986379921,0.15114395115524532,0.15114395115524532,0.1082,0.05402693119831383,660,69.0
4,6.115396478772164,0.14194625844247638,0.2120395725592971,0.2120395725592971,0.1115,0.0700933141168207,680,70.9
4,5.580557057261467,0.10038903383538127,0.16390554243698716,0.16390554243698716,0.1148,0.06351650860160589,700,72.7
4,4.363801658153534,0.10399765642359853,0.1554388938471675,0.1554388938471675,0.1181,0.051441237423568965,720,74.5
4,6.759319657087326,0.11485373666509986,0.19579876884818076,0.19579876884818076,0.1214,0.08094503218308091,740,76.3
4,5.359988689422607,0.11476575126871466,0.1765584135428071,0.1765584135428071,0.1247,0.061792662274092434,760,78.1
4,4.299638372659683,0.07562433411367238,0.1280032285489142,0.1280032285489142,0.1279,0.05237889443524182,780,79.9
4,5.975519585609436,0.12303536776453257,0.1913039840757847,0.1913039840757847,0.1312,0.06826861631125211,800,81.7
5,4.532790824770927,0.14105185121297836,0.1907165478914976,0.1907165478914976,0.1345,0.04966469667851925,820,85.0
5,3.3207220435142517,0.07339682668680325,0.1126149701885879,0.1126149701885879,0.1378,0.03921814351342619,840,86.9
5,3.988625653833151,0.0699687241751235,0.1199782085372135,0.1199782085372135,0.1411,0.050009484263136984,860,88.7
5,4.037778426706791,0.06968756332062184,0.11998448190279305,0.11998448190279305,0.1444,0.0502969185821712,880,90.5
5,4.88985442519188,0.09433575039729476,0.15706191435456276,0.15706191435456276,0.1476,0.06272616405040025,900,92.3
5,5.02361586689949,0.12598137939348816,0.18282474372535945,0.18282474372535945,0.1509,0.056843364331871274,920,94.1
5,3.7537025809288025,0.08534381936769933,0.13111408287659287,0.13111408287659287,0.1542,0.04577026332262903,940,95.9
5,3.747615137696266,0.07455188689054922,0.11852611564099788,0.11852611564099788,0.1575,0.043974228715524075,960,97.7
5,2.865929904580116,0.05136387660168111,0.08818771997466683,0.08818771997466683,0.1608,0.03682384327985346,980,99.5
5,3.231414330005646,0.04157482792506926,0.08563108255621046,0.08563108255621046,0.1641,0.04405625471845269,1000,101.3
6,3.919155168533325,0.07245613103732466,0.12056030668318271,0.12056030668318271,0.1674,0.04810417592525482,1020,104.6
6,3.2661245599389077,0.05522003555670381,0.09628884680569172,0.09628884680569172,0.1706,0.041068811318837106,1040,106.4
6,2.9553816229104997,0.04088290081126615,0.07994244988076389,0.07994244988076389,0.1739,0.03905954919755459,1060,108.2
6,3.823477141186595,0.05620994020719081,0.1021812101593241,0.1021812101593241,0.1772,0.045971269934671,1080,110.1
6,4.462543714046478,0.0869017243385315,0.1414746157824993,0.1414746157824993,0.1805,0.05457289144396782,1100,111.9
6,3.176974208652973,0.05489001465030015,0.09424883876927197,0.09424883876927197,0.1838,0.03935882416553795,1120,113.7
6,3.463022217154503,0.062338905921205875,0.1074894388206303,0.1074894388206303,0.1871,0.045150532480329277,1140,115.5
6,2.7964611023664476,0.051793194317724556,0.08697696737945079,0.08697696737945079,0.1903,0.03518377299187705,1160,117.3
6,3.377966412715614,0.0542485780766583,0.09718163143843413,0.09718163143843413,0.1936,0.04293305334285833,1180,119.1
6,3.8423843190073965,0.07826361759798602,0.1250699377153069,0.1250699377153069,0.1969,0.04680632026866079,1200,120.9
7,5.3695467710494995,0.07196006737649441,0.13894528523087502,0.13894528523087502,0.2002,0.06698521785438061,1220,124.3
7,3.440934293344617,0.051918850769288837,0.09482098888838664,0.09482098888838664,0.2035,0.0429021381190978,1240,126.1
7,3.1474712578579784,0.04886096536065452,0.09071081196307204,0.09071081196307204,0.2068,0.04184984662570059,1260,127.9
7,3.917412057518959,0.07178059665020556,0.122831457760185,0.122831457760185,0.2101,0.05105086090043187,1280,129.7
7,3.212105244398117,0.03420722333248705,0.08092996152117848,0.08092996152117848,0.2133,0.04672273863106966,1300,131.6
7,5.057079404592514,0.08692558293696492,0.14904740289784968,0.14904740289784968,0.2166,0.06212182010058313,1320,133.4
7,2.244612416625023,0.04011250147013925,0.06981052362825721,0.06981052362825721,0.2199,0.029698022361844777,1340,135.2
7,2.940800356864929,0.038591959164477885,0.08091499879956246,0.08091499879956246,0.2232,0.04232303942553699,1360,137.0
7,4.526010820269585,0.07181674127932638,0.128158424468711,0.128158424468711,0.2265,0.05634168344549835,1380,138.8
7,3.3625708267092707,0.04291177429258823,0.08280179225839675,0.08280179225839675,0.2298,0.03989001815207303,1400,140.6
7,3.665647619962692,0.06290389068890363,0.11317929532378912,0.11317929532378912,0.233,0.05027540484443307,1420,142.4
8,5.880955012221086,0.11364107436843608,0.18137338973189654,0.18137338973189654,0.2363,0.06773231541247744,1440,145.8
8,3.780158869922161,0.07715041097253561,0.12044180356897413,0.12044180356897413,0.2396,0.04329139259643853,1460,147.6
8,4.568795982375741,0.06002136673196219,0.11638770992867649,0.11638770992867649,0.2429,0.056366343382978815,1480,149.4
8,5.8156139105558395,0.12617813007673248,0.1947212869534269,0.1947212869534269,0.2462,0.06854315707460046,1500,151.2
8,3.183915051817894,0.060215062205679716,0.0988001985475421,0.0988001985475421,0.2495,0.038585136318579315,1520,153.1
8,3.748309901356697,0.051217300485586745,0.09856707307044417,0.09856707307044417,0.2528,0.04734977293992415,1540,154.9
8,3.88550833016634,0.07643842508550733,0.12341996743343771,0.12341996743343771,0.256,0.04698154234793037,1560,156.7
8,2.2904058526270092,0.03505200604267884,0.06441228553012479,0.06441228553012479,0.2593,0.02936027953401208,1580,158.5
8,2.6583926556631923,0.04102180698682787,0.07746783030161168,0.07746783030161168,0.2626,0.036446023239113855,1600,160.3
8,3.5886915192008018,0.07416938226670027,0.11760814446024596,0.11760814446024596,0.2659,0.043438762240111825,1620,162.1
9,3.0248434003442526,0.04868787697341759,0.0855824287282303,0.0855824287282303,0.2692,0.036894551827572286,1640,165.5
9,2.8650726079940796,0.039192888035904615,0.07834414695389569,0.07834414695389569,0.2725,0.03915125885978341,1660,167.3
9,2.0148542338982223,0.032027527934405955,0.05807518752408214,0.05807518752408214,0.2757,0.026047659682808443,1680,169.1
9,1.784313577413559,0.027852739277295768,0.05276394815882668,0.05276394815882668,0.279,0.024911208951380104,1700,170.9
9,1.4939161403104664,0.015413935958349612,0.041177878598682584,0.041177878598682584,0.2823,0.02576394270872697,1720,172.7
9,3.683435844257474,0.049170101672643796,0.09820101886289194,0.09820101886289194,0.2856,0.0490309172833804,1740,174.5
9,2.811576979421079,0.04496378667390673,0.08355535559821874,0.08355535559821874,0.2889,0.03859156887629069,1760,176.4
9,3.656372311711311,0.05120149432914332,0.09903086400590837,0.09903086400590837,0.2922,0.04782936964184046,1780,178.2
9,2.5540846645832063,0.035073695972096176,0.06876042778603733,0.06876042778603733,0.2955,0.033686731732450424,1800,180.0
9,2.144252936542034,0.026493948795541657,0.056120759807527065,0.056120759807527065,0.2987,0.02962681123317452,1820,181.8
10,1.9682631825025265,0.025353130821783382,0.05269393138587475,0.05269393138587475,0.302,0.027340800859607182,1840,185.1
10,2.338064010441303,0.031179387087468056,0.06274748913710937,0.06274748913710937,0.3053,0.0315681018808391,1860,186.9
10,2.9882603116333484,0.04247315468965098,0.0811192613095045,0.0811192613095045,0.3086,0.038646106817759575,1880,188.8
10,2.3499430909752848,0.03291678158566356,0.06427998698782175,0.06427998698782175,0.3119,0.03136320573976263,1900,190.6
10,1.5472267795354129,0.0161910267022904,0.03944284141762182,0.03944284141762182,0.3152,0.02325181446503848,1920,192.4
10,3.1606023298576473,0.04662579954456305,0.08442050113226288,0.08442050113226288,0.3184,0.03779470144072548,1940,194.2
10,2.280166729167104,0.028559971737558955,0.05987693595816381,0.05987693595816381,0.3217,0.031316964339930566,1960,196.0
10,1.441340796649456,0.018197556145605632,0.03770955512300134,0.03770955512300134,0.325,0.01951199916074984,1980,197.8
10,1.7730165923014283,0.021037429646821693,0.046085590170696376,0.046085590170696376,0.3283,0.025048160611186178,2000,199.6
10,2.673381942138076,0.04137522421369795,0.07303386226994917,0.07303386226994917,0.3316,0.03165863800095394,2020,201.4
11,2.366213246434927,0.02632691587205045,0.06053394638001919,0.06053394638001919,0.3349,0.034207030083052814,2040,204.7
11,3.5432858020067215,0.043937855697004126,0.08826842244016006,0.08826842244016006,0.3382,0.04433056691195816,2060,206.6
